Wavelength_nm,保护优先,展示优先,综合折中,D55
714,0.112503112484,0.110568831531,0.116392058765,0.259601101479
715,0.102495054313,0.100732717403,0.106038121087,0.253176731444
716,0.092552687288,0.0909612226303,0.0957521116167,0.246423227185
717,0.0828366703271,0.0814122239009,0.0857002545374,0.239035227696
718,0.0734858155886,0.0722221330474,0.0760261684096,0.22986425862
719,0.0646147324701,0.0635035796676,0.0668484298288,0.220588991337
720,0.0563127365644,0.0553443374927,0.0582594454536,0.211639927333
721,0.0486439346982,0.0478074070161,0.0503255405399,0.203763306814
722,0.0416483398034,0.040932110533,0.0430881127377,0.198678834385
723,0.0353438284432,0.03473601555,0.0365656575529,0.194277858238
724,0.0297287303353,0.0292174794695,0.0307564475699,0.190178769384
725,0.0247848326188,0.0243586019854,0.0256416406956,0.185707667672
726,0.020480590042,0.020128379928,0.0211886014028,0.17967471986
727,0.0167743528963,0.016485879597,0.0173542403056,0.173507719326
728,0.0136174540075,0.0133832706068,0.0140882079018,0.167421558587
729,0.0109570308727,0.0107685994528,0.0113358142924,0.16173749088
730,0.00873849570139,0.0085882170514,0.00904058462555,0.156869745522
731,0.00690760173331,0.00678880950743,0.00714639685529,0.152508033176
732,0.00541208641555,0.00531901302412,0.00559918172887,0.148688556437
733,0.00420289919463,0.00413062057472,0.00434819302654,0.145784945609
734,0.00323504288986,0.00317940880303,0.00334687802312,0.144257662944
735,0.00246807259318,0.00242562834149,0.00255339363602,0.142765736155
736,0.00186630505736,0.00183420959722,0.0019308230527,0.1408610998
737,0.00139879526378,0.00137473972204,0.00144715148876,0.137475837076
738,0.00103913623697,0.00102126586923,0.00107505908238,0.131712742418
739,0.000765134250219,0.000751975984563,0.000791584871951,0.1251892956
740,0.000558405403847,0.000548802322117,0.000577709428153,0.118214841539
741,0.000403932128509,0.000396985574534,0.000417896025694,0.111098963974
742,0.000289610297572,0.00028462977378,0.00029962209941,0.104151083811
743,0.000205809974001,0.000202270591992,0.000212924806228,0.0976798403725
744,0.000144965831807,0.000142472806574,0.000149977287535,0.0919943289044
745,0.000101207268087,9.94667733054e-05,0.000104705994216,0.0880504769884
746,7.00332963317e-05,6.88289106261e-05,7.24543410703e-05,0.0861566525625
747,4.80335019385e-05,4.72074539553e-05,4.96940157694e-05,0.0851169813806
748,3.26535759768e-05,3.20920216552e-05,3.37824071543e-05,0.0846342982263
749,2.20020964099e-05,2.16237190971e-05,2.27627068993e-05,0.0843561570114
750,1.46941406955e-05,1.44414407087e-05,1.52021158146e-05,0.0840006008654
751,9.7268258532e-06,9.55955041897e-06,1.00630813461e-05,0.0833781876411
752,6.38182517788e-06,6.27207482416e-06,6.60244429899e-06,0.0822376756819
753,4.15016613004e-06,4.07879435345e-06,4.29363699904e-06,0.0794719223757
754,2.67505599052e-06,2.62905216981e-06,2.76753243497e-06,0.0752629230992
755,1.7090197724e-06,1.67962919536e-06,1.76810043188e-06,0.0707516077425
756,1.08220145663e-06,1.06359048102e-06,1.11961306343e-06,0.0663203885885
757,6.79228588712e-07,6.67547670507e-07,7.02709459797e-07,0.0629571405149
758,4.22542712602e-07,4.15276106122e-07,4.37149976088e-07,0.0606288306903
759,2.60538609547e-07,2.56058041093e-07,2.69545405794e-07,0.0588799577579
760,1.59228345371e-07,1.56490042965e-07,1.64732854917e-07,0.0576854024369
761,9.64529442814e-08,9.47942111663e-08,9.97873138709e-08,0.0576077975371
762,5.7910513042e-08,5.69146068371e-08,5.99124742578e-08,0.0581216084086
763,3.44624502136e-08,3.38697880836e-08,3.5653814011e-08,0.0585208356292
764,2.03273940916e-08,1.99778171867e-08,2.1030110273e-08,0.0584208741353
765,1.18840392738e-08,1.16796655283e-08,1.22948694402e-08,0.0562738812281
766,6.88641618107e-09,6.76798820928e-09,7.12447896771e-09,0.0528472541912
767,3.95520746951e-09,3.88718846132e-09,4.09193863521e-09,0.0488847527833
768,2.25160440054e-09,2.21288281656e-09,2.3294421617e-09,0.0446532313686
769,1.27046213072e-09,1.24861357417e-09,1.31438189206e-09,0.0404598420859
770,7.10523057522e-10,6.98303958008e-10,7.35085775573e-10,0.0365267071146
771,3.93859607418e-10,3.87086273763e-10,4.07475298543e-10,0.0330878406702
772,2.16397145372e-10,2.12675692245e-10,2.23877975181e-10,0.0303891761432
773,1.17844258269e-10,1.15817651668e-10,1.21918123655e-10,0.0302769671002
774,6.36080589712e-11,6.25141701885e-11,6.58069838362e-11,0.0310386761805
775,3.40300568796e-11,3.34448307605e-11,3.52064728784e-11,0.0318555494375
776,1.80451303255e-11,1.77348022638e-11,1.86689488542e-11,0.032204814908
777,9.48427606954e-12,9.32117184388e-12,9.81214663835e-12,0.0299933276503
778,4.94077602669e-12,4.85580787076e-12,5.11157820857e-12,0.0267811697708
779,2.55113219304e-12,2.50725953077e-12,2.63932460299e-12,0.0228820011908
780,1.30562234865e-12,1.28316913022e-12,1.35075759555e-12,0.0184725755096
